,Component 1,Component 2,Prediction
0,-0.6882808419175426,-1.4350399593372818,XL
1,-1.24963014728376,-2.1474190818933647,XL
2,-0.3912689056696072,1.8291620547929726,M
3,0.11168569662729244,-0.7492182886086355,M
4,-1.5816459304993615,-0.4453510120661541,XL
5,-2.557193143639497,0.9656419128849708,XXXL
6,0.8373992511101441,-0.8794471214125561,M
7,1.0793037692710947,-0.9228567323471962,M
8,0.5100253234085441,-0.397881373690715,M
9,-0.22361737157064066,0.9697019403257696,M
10,1.4697142555560134,0.6658346637832883,S
11,-4.476571007934434,-1.1617901620630404,XXXL
12,-0.85593237601651,-0.5755798448700746,XL
13,1.8871994483122636,-1.4743895428311184,S
14,1.5631128055929957,-1.0096759542164766,M
15,1.63736578965498,-0.19362545068391424,S
16,0.3615193552845769,-2.0299823807558446,M
17,0.19386782118560944,-1.170522266288637,M
18,1.0713746287747616,0.31449774886536785,M
19,0.5875655924528606,0.4013169707346483,M
20,-0.45759274923525817,-0.22424292995215425,L
21,0.19386782118560944,-1.170522266288637,M
22,0.3615193552845769,-2.0299823807558446,M
23,2.995394348583701,1.2214275017080096,XXS
24,-0.30579949612895774,1.3910059180057717,M
25,0.9037230946757951,1.1739578633325707,M
26,-0.6994972673962089,-0.18083331901751404,XL
27,1.9614524323742475,-0.6583390392985562,S
28,-0.6219569983518922,0.6183650254078492,XL
29,-3.282906698122349,1.0958707456888914,XXXL
30,-0.2044718055956412,-1.5218591812065623,M
31,-2.6426625531801466,1.4037980496721716,XXXL
32,3.0808637581243503,0.7832713649208088,XXS
33,0.9938343597304453,-0.48470059555999545,M
34,1.0872329097674287,-2.160211213559765,M
35,-4.410247164368784,0.8916148226820908,XXXL
36,-0.6219569983518922,0.6183650254078492,XL
37,-2.716915537242131,0.5877475461396093,XXXL
38,0.41991405835389395,1.260777085201851,M
39,0.502096182912211,0.8394731075218491,M
40,1.3212082874320452,-0.9662663432818365,M
41,0.7440007010731617,0.7960634965872089,M
42,2.679236846360766,0.4487866091100873,S
43,1.9535232918779142,0.5790154419140079,S
44,-0.12228968103732418,-1.943163158886564,M
45,0.7519298415694946,-0.4412909846253552,M
46,0.5875655924528606,0.4013169707346483,M
47,-0.45759274923525817,-0.22424292995215425,L
48,0.8373992511101441,-0.8794471214125561,M
49,2.1211748259768806,-0.2804446725531946,S
50,0.11168569662729244,-0.7492182886086355,M
51,4.13066395532647,0.18832894350224605,XXS
52,3.088792898620683,-0.45408311629175535,S
53,-0.773750251458193,-0.9968838225500762,XL
54,1.4033904119903624,-1.387570320961838,M
55,0.502096182912211,0.8394731075218491,M
56,-2.701057256249464,-1.8869614162855237,XXXL
57,1.719547914213297,-0.614929428363916,S
58,2.4564778941748147,-1.9993649014876045,S
59,2.679236846360766,0.4487866091100873,S
60,1.5439672396179973,1.4818851673158508,S
61,1.9535232918779142,0.5790154419140079,S
62,1.3212082874320452,-0.9662663432818365,M
63,0.19386782118560944,-1.170522266288637,M
64,1.7970881832576135,0.1842689160614473,S
65,0.6697477170111775,-0.01998700694535345,M
66,-0.5239165928009084,-2.2776479146972854,L
67,1.9535232918779142,0.5790154419140079,S
68,-0.5397748737935752,0.1970610477278475,L
69,1.3212082874320452,-0.9662663432818365,M
70,1.4033904119903624,-1.387570320961838,M
71,1.3020627214570468,1.525294778250491,S
72,-1.0978368941774606,-0.5321702339354345,XL
73,1.7858717577789476,1.4384755563812108,S
74,-2.716915537242131,0.5877475461396093,XXXL
75,1.8871994483122636,-1.4743895428311184,S
76,1.555183665096663,0.22767852699608748,S
77,-1.9169489986972947,1.273569216868251,XXXL
78,-2.065454966821263,-0.3585317901968737,XL
79,-2.381612469044197,-1.1311726827948003,XXXL
80,-2.9667491958994145,1.8685116382868139,XXXL
81,-1.4252108218790607,-0.050604486213593425,XL
82,2.9211413645217164,0.40537699817544715,XXS
83,-1.8978034327222955,-1.2179919046640808,XL
84,-1.5816459304993615,-0.4453510120661541,XL
85,0.34566107429191,0.44472658166928847,M
86,0.2793372307262599,-1.6086784030758425,M
87,0.2793372307262599,-1.6086784030758425,M
88,2.679236846360766,0.4487866091100873,S
89,0.8373992511101441,-0.8794471214125561,M
90,1.871341167319597,1.00031941959401,S
91,1.4697142555560134,0.6658346637832883,S
92,-0.773750251458193,-0.9968838225500762,XL
93,0.11168569662729244,-0.7492182886086355,M
94,-0.2044718055956412,-1.5218591812065623,M
95,-3.200724573564032,0.6745667680088897,XXXL
96,0.18593868068927646,0.06683221492392694,M
97,0.026216287086642913,-0.3110621518214346,M
98,-3.4267708107323154,-1.7567325834816032,XXXL
99,-2.716915537242131,0.5877475461396093,XXXL
100,0.9037230946757951,1.1739578633325707,M
101,0.35359021478824304,-0.7926278995432756,M
102,-2.634733412683814,0.16644356845960762,XXXL
103,-2.4670818785848474,-0.6930165460075948,XXXL
104,-0.13021882153365816,-0.7058086776739952,M
105,0.7519298415694946,-0.4412909846253552,M
106,-0.13814796202999113,0.5315458035385688,M
107,2.1211748259768806,-0.2804446725531946,S
108,-0.37212333969460865,-0.6623990667393551,M
